N-gramm,Count
do consume,1
balthazar sixty-five,1
peremptory as,1
all convenient,1
as peremptory,1
convenient speed,1
well obtain,1
special thing,1
the special,1
either hand,1
together they,1
ferry which,1
and garments,1
'd speed,1
yields to,1
with imagin,1
she yields,1
out fire,1
blow out,1
gusts will,1
extreme gusts,1
yet extreme,1
little wind,1
grows great,1
common ferry,1
fire grows,1
little fire,1
fury :,1
feeds their,1
speed unto,1
that feeds,1
consume the,1
the traject,1
"traject ,",1
weight should,1
buz !,1
city here,1
well ta'en,1
dumps ?,1
your dumps,1
katharine !,1
speed amiss,1
no speaking,1
speaking ;,1
should speed,1
speed you,1
how speed,1
most impenetrable,1
impenetrable cur,1
re-enter baptista,1
katharine to,1
have katharine,1
must and,1
denial ;,1
kates .,1
household kates,1
cur that,1
other household,1
with bootless,1
follow not,1
intercessors .,1
christian intercessors,1
half lunatic,1
swearing jack,1
fangs :,1
shall grant,1
a swearing,1
do wonder,1
ruffian and,1
naughty gaoler,1
mad-cap ruffian,1
a mad-cap,1
wed to,1
", relent",1
me wed,1
fatherly regard,1
tender fatherly,1
me daughter,1
abroad with,1
his request,1
a soft,1
and dull-eyed,1
dull-eyed fool,1
conformable as,1
bootless prayers,1
he seeks,1
goodly speech,1
not wise,1
else her,1
witless else,1
! witless,1
witty mother,1
mother-wit .,1
my mother-wit,1
is extempore,1
this forfeiture,1
forfeiture to,1
sweet katharine,1
study all,1
duke can,1
sportful !,1
dian sportful,1
and dian,1
that strangers,1
kate be,1
let kate,1
be kate,1
you warm,1
setting all,1
reason well,1
", whereby",1
kate conformable,1
a kate,1
wild kate,1
his forfeitures,1
forfeitures many,1
am born,1
he am,1
but me,1
— thy,1
at times,1
never grant,1
nill you,1
times made,1
made moan,1
", nill",1
hates me,1
dowry 'greed,1
your dowry,1
consented that,1
chat aside,1
my fangs,1
thinks with,1
dog before,1
kiss on,1
twink she,1
protesting oath,1
", protesting",1
vied so,1
she vied,1
kiss she,1
not persuade,1
persuade you,1
on kiss,1
portia sixtwo,1
. notwithstanding,1
hung about,1
she hung,1
dispatch all,1
kindest kate,1
much she,1
believe how,1
incredible to,1
is incredible,1
all business,1
pleasure :,1
she won,1
curst in,1
unto venice,1
apparel 'gainst,1
"miscarried ,",1
creditors grow,1
grow cruel,1
very low,1
bond to,1
in paying,1
paying it,1
buy apparel,1
curstest shrew,1
are novices,1
the curstest,1
wretch can,1
debts are,1
meacock wretch,1
a meacock,1
how tame,1
are cleared,1
cleared between,1
novices :,1
bassanio sixtwo,1
being alone,1
matter out,1
% gaoler,1
"grissel ,",1
second grissel,1
patience she,1
interposer 'twixt,1
for patience,1
morn ;,1
and gaoler,1
temperate as,1
but temperate,1
not froward,1
lucrece for,1
that lent,1
amiss of,1
'd amiss,1
have talk,1
that talk,1
lent out,1
gratis :,1
: gaoler,1
good shylock,1
roman lucrece,1
chastity ;,1
'd 'twixt,1
no bed,1
bargain 'd,1
is bargain,1
choose her,1
night our,1
speeding ?,1
your speeding,1
tranio fourtwo,1
petruchio :,1
gremio fourtwo,1
sunday first,1
have 'greed,1
shall e'er,1
sunday is,1
upon sunday,1
e'er be,1
well together,1
'greed so,1
nor rest,1
rest be,1
be interposer,1
strangers have,1
'twill much,1
much impeach,1
bounty can,1
not sour,1
no crab,1
crab .,1
fashion when,1
so sour,1
craven .,1
a craven,1
customary bounty,1
crow too,1
cock of,1
work than,1
no cock,1
my hen,1
can enforce,1
kate will,1
enforce you,1
so kate,1
combless cock,1
a combless,1
coxcomb ?,1
than customary,1
well aim,1
portia sixty-four,1
chafe you,1
this honour,1
how true,1
gentleman you,1
send relief,1
and sullen,1
were rough,1
gentle .,1
passing gentle,1
you passing,1
i chafe,1
are wither,1
how dear,1
'scape not,1
you 'scape,1
cares .,1
dear a,1
be prouder,1
prouder of,1
with cares,1
'tis with,1
crest ?,1
your crest,1
find report,1
you wasp,1
sting .,1
my sting,1
best beware,1
"waspish ,",1
be waspish,1
too angry,1
be needs,1
needs a,1
wasp ;,1
like proportion,1
wasp does,1
takes a,1
a turtle,1
buzzard take,1
turtle !,1
'd turtle,1
of lineaments,1
slow-wing 'd,1
o slow-wing,1
"lineaments ,",1
remedy is,1
does wear,1
repent for,1
converse and,1
thy books,1
in companions,1
"herald ,",1
no arms,1
strike again,1
companions that,1
cuff you,1
do converse,1
'll cuff,1
time together,1
sting ?,1
whose souls,1
tail ?,1
your tail,1
souls do,1
do bear,1
bear an,1
tails ;,1
of tails,1
equal yoke,1
show this,1
knew to,1
trade and,1
in hue,1
shall hardly,1
hardly spare,1
thee walk,1
kernels .,1
"nuts ,",1
spare a,1
hazel nuts,1
as hazel,1
hue as,1
flesh to-morrow,1
so bated,1
brown in,1
as brown,1
my bloody,1
bloody creditor,1
straight and,1
is straight,1
"hazel-twig ,",1
the hazel-twig,1
creditor .,1
bated me,1
losses have,1
o slanderous,1
a grove,1
thou dian,1
princely gait,1
this chamber,1
kate this,1
and profit,1
as kate,1
grove as,1
city consisteth,1
consisteth of,1
so become,1
and losses,1
dian so,1
ever dian,1
all nations,1
keep'st command,1
nations .,1
halt .,1
not halt,1
these griefs,1
griefs and,1
slanderous world,1
bassanio come,1
very liar,1
amity ;,1
"askance ,",1
god-like amity,1
look askance,1
spring-time flowers,1
as spring-time,1
yet sweet,1
in speech,1
but slow,1
"courteous ,",1
passing courteous,1
nor bite,1
"gamesome ,",1
", gamesome",1
appears most,1
most strongly,1
strongly in,1
in bearing,1
bearing thus,1
art pleasant,1
liar ;,1
of god-like,1
angry wenches,1
me pay,1
gentle conference,1
limp ?,1
kate doth,1
pay his,1
his debt,1
four belmont,1
that kate,1
world report,1
affable .,1
and affable,1
"wooers ,",1
nor hast,1
lorenzo sixty-four,1
thy wooers,1
true conceit,1
entertain'st thy,1
mildness entertain'st,1
conceit of,1
with mildness,1
cross in,1
thou pleasure,1
firm resolve,1
mincing steps,1
disfigure her,1
bianca have,1
conceits shall,1
chafed with,1
shall govern,1
govern .,1
boar chafed,1
angry boar,1
rage like,1
", rage",1
", puff",1
roar ?,1
lions roar,1
heard lions,1
time heard,1
dear discretion,1
daunt mine,1
are suited,1
fool hath,1
can daunt,1
hath planted,1
din can,1
little din,1
with sweat,1
heard great,1
and conceits,1
pitched battle,1
a chestnut,1
clang ?,1
' clang,1
trumpets ',1
neighing steeds,1
"'larums ,",1
loud 'larums,1
heard loud,1
battle heard,1
a pitched,1
great ordnance,1
skies ?,1
thunder in,1
served in,1
covered ;,1
coming in,1
as humours,1
artillery thunder,1
's artillery,1
ordnance in,1
that intent,1
hither but,1
petruchio twenty-eight,1
so said,1
brawling scold,1
", brawling",1
"irksome ,",1
an irksome,1
word defy,1
how cheer'st,1
faults ?,1
cheer'st thou,1
so done,1
dowry please,1
sayst me,1
katharine ;,1
curst katharine,1
woo curst,1
"liking ,",1
jessica sixty-nine,1
agreement from,1
upon agreement,1
chance i,1
whom by,1
scold :,1
tricksy word,1
planted in,1
were strange,1
memory an,1
wild-cat ?,1
this wild-cat,1
woo this,1
assisting you,1
me assisting,1
to't i,1
an army,1
", to't",1
many fools,1
% born,1
good days,1
do hope,1
lives for,1
", garnish",1
fortune lives,1
garnish 'd,1
a tricksy,1
old antonio,1
in verona,1
chestnut in,1
? tush,1
fear boys,1
a wit-snapper,1
the chosen,1
but parrots,1
parrots .,1
choice love,1
streets as,1
all stomachs,1
stomachs .,1
% goodly,1
goodly lord,1
wit-snapper are,1
only but,1
if without,1
then bid,1
prepare dinner,1
any offence,1
it any,1
maid you,1
word ere,1
", 'cover",1
'cover ',1
chosen of,1
be gentlemen,1
"chiders ,",1
leda 's,1
fool can,1
well one,1
best grace,1
wooers ;,1
thousand wooers,1
wit will,1
shortly turn,1
daughter had,1
turn into,1
into silence,1
none only,1
discourse grow,1
fair leda,1
grow commendable,1
suitors have,1
more suitors,1
daughter fairer,1
all unknown,1
this right,1
in none,1
lucentio twenty-nine,1
no chiders,1
boys with,1
hortensio twenty-eight,1
understand a,1
whatsoe'er .,1
", whatsoe'er",1
his plain,1
"contributors ,",1
be contributors,1
plain meaning,1
'd we,1
meaning :,1
"presumes ,",1
good dinner,1
mind presumes,1
happily arriv,1
is happily,1
hark :,1
thy fellows,1
fears none,1
bugs .,1
them cover,1
with bugs,1
he win,1
whole wealth,1
"chides ,",1
fair daughters,1
that chides,1
petruchio twenty-nine,1
you cover,1
"cover ,",1
to— gremio,1
biondello !,1
is't he,1
more quarrelling,1
daughters :,1
biondello twenty-eight,1
occasion !,1
quarrelling with,1
minola ?,1
readiest way,1
the readiest,1
with occasion,1
tranio twenty-eight,1
apparelled ;,1
bravely apparelled,1
", bravely",1
gentleman whom,1
indifferent good,1
news indifferent,1
least have,1
stony adversary,1
"adversary ,",1
an inhuman,1
heads together,1
folks lay,1
young folks,1
no knavery,1
unsuspected court,1
and unsuspected,1
inhuman wretch,1
art come,1
wretch uncapable,1
uncapable of,1
instruct bianca,1
well seen,1
schoolmaster well,1
baptista as,1
old baptista,1
to old,1
", void",1
a stony,1
lucentio disguised,1
and offer,1
"stripling ,",1
have perus,1
table-talk ;,1
then howsoe'er,1
howsoe'er thou,1
", 'mong",1
'mong other,1
shall digest,1
amorous !,1
an amorous,1
proper stripling,1
with books,1
jessica scene,1
by awhile,1
magnificoes ;,1
rival of,1
the rival,1
goes there,1
who goes,1
antonio here,1
books under,1
sober robes,1
me grace,1
all books,1
her withholds,1
no lawful,1
supposing it,1
lawful means,1
; supposing,1
and rivals,1
suitors to,1
", suitors",1
other more,1
withholds from,1
beautiful bianca,1
defects i,1
his envy,1
envy 's,1
in hold,1
treasure is,1
's keep,1
's reach,1
do oppose,1
oppose my,1
withal than,1
those defects,1
have before,1
void and,1
ta'en great,1
and empty,1
petruchio do,1
titles the,1
all titles,1
title for,1
empty from,1
any dram,1
curst have,1
till katharine,1
access unto,1
before rehears,1
baptista ta'en,1
hath baptista,1
qualify his,1
order hath,1
this order,1
katharina will,1
rigorous course,1
stands obdurate,1
ever katharina,1
fairly bound,1
for table-talk,1
: listen,1
if two,1
warrant ye,1
other books,1
poetry and,1
well read,1
behaviour fit,1
and behaviour,1
lighted well,1
have lighted,1
schoolmaster for,1
carefully about,1
heaven here,1
inquire carefully,1
to inquire,1
two gods,1
minola .,1
should play,1
. trow,1
petruchio twosix,1
ass it,1
this woodcock,1
if on,1
gentleman hath,1
this learning,1
% belov,1
all expressing,1
vent our,1
to vent,1
expressing .,1
bassanio live,1
bags shall,1
his bags,1
live an,1
deeds shall,1
upright life,1
hath promis,1
blessing in,1
so belov,1
behind in,1
the joys,1
be behind,1
joys of,1
whit be,1
instruct our,1
musician to,1
play some,1
words than,1
books of,1
beside signior,1
well perfum,1
husband hast,1
papers too,1
your papers,1
largess .,1
a largess,1
opinion too,1
will anon,1
's liberality,1
and beside,1
is sweeter,1
. over,1
anon ;,1
; first,1
lectures to,1
me praise,1
other lectures,1
read no,1
praise you,1
you while,1
perfum 'd,1
than perfume,1
successful words,1
and portia,1
more successful,1
perhaps with,1
heavenly match,1
wager lay,1
lay two,1
two earthly,1
earthly women,1
firmly as,1
as firmly,1
portia one,1
world hath,1
else pawn,1
so assur,1
my patron,1
pawn 'd,1
whate'er i,1
poor rude,1
rude world,1
lucentio twosix,1
perfume itself,1
may fair,1
; lucentio,1
steps into,1
lucentio shall,1
musician ;,1
hortensio as,1
; petruchio,1
mean ...,1
which stays,1
park gate,1
lucentio in,1
therefore haste,1
thus griev,1
gentleman thus,1
haste away,1
must measure,1
measure twenty,1
miles to-day,1
ever gentleman,1
father are,1
find occasion,1
apes in,1
lead apes,1
"wedding-day ,",1
bare-foot on,1
with biondello,1
biondello bearing,1
a lute,1
near a,1
bashful modesty,1
and bashful,1
these bragging,1
affability and,1
her affability,1
bragging jacks,1
practise .,1
orderly .,1
wert near,1
a lewd,1
lute and,1
lewd interpreter,1
daughter call,1
interpreter !,1
whole device,1
device when,1
my coach,1
neighbour gremio,1
neighbour baptista,1
and books,1
was always,1
always plain,1
dance bare-foot,1
go ply,1
thou hilding,1
meddle not,1
truly then,1
; meddle,1
needle ;,1
thy needle,1
ply thy,1
damned both,1
by father,1
thus when,1
visited upon,1
insolence ?,1
this insolence,1
grows this,1
i shun,1
shun scylla,1
whence grows,1
dame !,1
", dame",1
strikes her,1
hilding of,1
got you,1
my agitation,1
silence flouts,1
must dance,1
your treasure,1
see she,1
after bianca,1
flies after,1
agitation of,1
dir flies,1
flouts me,1
one hope,1
her silence,1
thou wrong,1
hope neither,1
bitter word,1
may partly,1
cross thee,1
she cross,1
partly hope,1
wrong thee,1
ne'er wrong,1
did ne'er,1
wondrous qualities,1
qualities and,1
and mild,1
kindly beholding,1
tell quaint,1
quaint lies,1
honourable ladies,1
long studying,1
presenting lucentio,1
young scholar,1
ladies sought,1
sought my,1
give unto,1
more kindly,1
at rheims,1
kindness myself,1
i denying,1
like kindness,1
express the,1
"grateful ,",1
very grateful,1
gift very,1
. neighbour,1
your wooing,1
studying at,1
rheims ;,1
curse your,1
of frays,1
boldness is,1
tranio threefour,1
manly stride,1
stranger :,1
cambio.—stage dir,1
good cambio.—stage,1
thousand thanks,1
"stride ,",1
accept his,1
pray accept,1
in greek,1
cambio ;,1
is cambio,1
mathematics .,1
frays like,1
and mathematics,1
other languages,1
fine bragging,1
", latin",1
bragging youth,1
"denying ,",1
fell sick,1
a forward,1
mind a,1
. accept,1
"sciences ,",1
those sciences,1
fully in,1
"mathematics ,",1
dir cunning,1
presenting hortensio,1
present you,1
have within,1
thousand raw,1
twelvemonth .,1
do present,1
raw tricks,1
entrance to,1
an entrance,1
report which,1
that report,1
make mine,1
guest within,1
forward guest,1
is licio,1
good sake,1
will curse,1
throughout all,1
be doing,1
marvellous forward,1
do withal,1
backare !,1
. backare,1
"petitioners ,",1
poor petitioners,1
are poor,1
all italy,1
known throughout,1
school above,1
'll repent,1
twenty of,1
. whence,1
these puny,1
puny lies,1
men shall,1
have discontinu,1
discontinu 'd,1
'd school,1
rest was,1
be jest,1
"scylla ,",1
achieve the,1
hap shall,1
me flatly,1
"flatly ,",1
whose hap,1
our access,1
no mercy,1
younger free,1
"elder ,",1
mercy for,1
no good,1
: launcelot,1
", achieve",1
this feat,1
stead us,1
must stead,1
"commonwealth ,",1
in converting,1
younger then,1
be wed,1
converting jews,1
so graceless,1
fear us,1
first be,1
thus get,1
contrive this,1
may contrive,1
ye we,1
please ye,1
you shortly,1
sign whereof,1
in sign,1
slack :,1
be slack,1
generally beholding,1
corners .,1
rest generally,1
profess to,1
do profess,1
conceive ;,1
do conceive,1
ingrate .,1
be ingrate,1
into corners,1
graceless be,1
jews to,1
to christians,1
quaff carouses,1
indeed more,1
getting up,1
the negro,1
see baptista,1
negro 's,1
yet ever,1
as ask,1
end are,1
moor is,1
moor should,1
him head,1
as famous,1
lucentio thirty,1
out-talk us,1
how every,1
will out-talk,1
speed alone,1
to speed,1
every fool,1
paris came,1
though paris,1
commonwealth than,1
for beauteous,1
sister first,1
you hearken,1
"christians ,",1
man until,1
promise her,1
not promise,1
of suitors,1
all access,1
keeps from,1
father keeps,1
hearken for,1
twelve .,1
that better,1
' twelve,1
alcides ',1
than alcides,1
you raise,1
gremio thirty,1
of pork,1
first 's,1
pork .,1
beauteous modesty,1
and quaff,1
carouses to,1
untie my,1
special face,1
affect him,1
hortensio ?,1
live one,1
not hortensio,1
% minion,1
this making,1
fancy more,1
could fancy,1
face which,1
of christians,1
well live,1
that special,1
beheld that,1
christians will,1
of hogs,1
hogs :,1
we grow,1
grow all,1
alive i,1
men alive,1
you myself,1
; e'en,1
dissemble not,1
truly the,1
", untie",1
i fall,1
into charybdis,1
sister kate,1
"charybdis ,",1
gone both,1
both ways,1
jested with,1
but jested,1
envy me,1
enow before,1
do envy,1
gremio to,1
have gremio,1
riches more,1
blame he,1
fancy riches,1
you fancy,1
were christians,1
christians enow,1
be pork-eaters,1
thou dissemble,1
' health,1
biondello threeone,1
slave of,1
bondmaid and,1
a bondmaid,1
nor wrong,1
", wrong",1
venuto .,1
motion 's,1
hortensio threeone,1
biondello hortensio,1
grumio biondello,1
coals for,1
grow jealous,1
grumio threeone,1
tranio grumio,1
drink as,1
but eat,1
"mightily ,",1
strive mightily,1
adversaries do,1
as adversaries,1
i disdain,1
disdain :,1
"pork-eaters ,",1
petticoat ;,1
best :,1
lov'st best,1
shortly have,1
tell whom,1
thy suitors,1
elders .,1
my elders,1
me will,1
a rasher,1
rasher on,1
these other,1
my petticoat,1
"raiment ,",1
my raiment,1
the coals,1
off myself,1
pull them,1
unbind my,1
", unbind",1
other gawds,1
provide the,1
the guests,1
my katharine,1
repair what,1
your account,1
odd humour,1
'tis some,1
lackey .,1
's lackey,1
footboy or,1
christian footboy,1
"account ,",1
monster in,1
very monster,1
n't for,1
pricked i,1
' pricked,1
fancies ',1
forty fancies,1
in virtues,1
of forty,1
", beauties",1
'humour of,1
the 'humour,1
old hat,1
humour pricks,1
pricks him,1
stand high,1
saint jamy,1
these gallants,1
ratified by,1
portia fifty-five,1
though for,1
alone i,1
be ambitious,1
ambitious in,1
many .,1
"jamy ,",1
horse comes,1
yet oftentimes,1
be trebled,1
trebled twenty,1
comes ?,1
howsoe'er he,1
times myself,1
", ten",1
mean-apparell 'd,1
but mean-apparell,1
oftentimes he,1
", livings",1
blue list,1
gartered with,1
times pieced,1
two letters,1
to term,1
"velure ,",1
of velure,1
term in,1
in gross,1
crupper of,1
's crupper,1
"pieced ,",1
six times,1
fairly set,1
an unlesson,1
girth six,1
one girth,1
knots ;,1
with knots,1
repaired with,1
now repaired,1
often burst,1
"stumbling ,",1
name fairly,1
is sum,1
", gartered",1
his lackey,1
boot-hose on,1
kersey boot-hose,1
a kersey,1
one leg,1
stock on,1
linen stock,1
a linen,1
caparisoned like,1
world caparisoned,1
"livings ,",1
in studs,1
", exceed",1
packthread .,1
with packthread,1
exceed account,1
account :,1
full sum,1
pieced with,1
there pieced,1
"studs ,",1
gallants ?,1
you halt,1
", ratified",1
unlike yourself,1
part enforced,1
: sufficeth,1
harsh to,1
and harsh,1
in people,1
tedious it,1
% tedious,1
hearing applause,1
universal shout,1
so unlike,1
to digress,1
"shout ,",1
in spirit,1
hither so,1
long detain,1
still gazing,1
import hath,1
of import,1
us what,1
festival .,1
enforced to,1
digress ;,1
doubt whether,1
bride in,1
not unto,1
your bliss,1
therefore ha,1
even thus,1
clothes of,1
on clothes,1
robes :,1
unreverent robes,1
these unreverent,1
and claim,1
contending in,1
a loving,1
morning wears,1
long from,1
satisfied withal,1
gentle scroll,1
excuse as,1
by note,1
so excuse,1
two contending,1
solemn festival,1
our solemn,1
halt not,1
until confirm,1
saw some,1
goodly company,1
doubtful whether,1
whether what,1
gaze this,1
wherefore gaze,1
you frown,1
see be,1
? gentles,1
", sign",1
some wondrous,1
sign 'd,1
bride ?,1
lovely bride,1
my lovely,1
in thus,1
rush in,1
should rush,1
apparell'd as,1
well apparell'd,1
thrice-fair lady,1
wondrous monument,1
whether those,1
now sadder,1
eye-sore to,1
those peals,1
an eye-sore,1
doff this,1
! doff,1
peals of,1
unprovided .,1
so unprovided,1
"sadder ,",1
fearing you,1
some comet,1
we sad,1
first were,1
weddingday :,1
", thrice-fair",1
your weddingday,1
prodigy ?,1
unusual prodigy,1
or unusual,1
"comet ,",1
from stumbling,1
restrained to,1
unlesson 'd,1
pleased multitude,1
new hat,1
thine old,1
appear among,1
the buzzing,1
tranio fifty-two,1
and sees,1
am and,1
buzzing pleased,1
stands where,1
multitude ;,1
old breeches,1
of petruchio,1
not news,1
every something,1
being blent,1
blent together,1
old too,1
new and,1
it new,1
wild of,1
old jerkin,1
breeches thrice,1
save of,1
old rusty,1
blood speaks,1
"town-armoury ,",1
veins ;,1
the town-armoury,1
such confusion,1
oration fairly,1
sword ta'en,1
spoke by,1
rusty sword,1
laced ;,1
thrice turned,1
another laced,1
"buckled ,",1
one buckled,1
"candle-cases ,",1
been candle-cases,1
beloved prince,1
boots that,1
of boots,1
turned ;,1
of !,1
", express",1
"hilt ,",1
none from,1
exit weeping,1
though !,1
him though,1
never seen,1
katharine had,1
would katharine,1
tranio katharina,1
wish none,1
withal he,1
honours mean,1
joy that,1
yet withal,1
to solemnize,1
solemnize the,1
passing wise,1
him passing,1
be blunt,1
stays him,1
bargain of,1
fortune stays,1
by bianca,1
the joy,1
not express,1
impatient humour,1
ring parts,1
parts from,1
then parts,1
parts life,1
such news,1
say bassanio,1
bassanio nerissa,1
! news,1
biondello fifty-one,1
nerissa fifty-seven,1
an injury,1
our wishes,1
thy impatient,1
wishes prosper,1
"prosper ,",1
! nerissa,1
very saint,1
vex a,1
would vex,1
injury would,1
broken hilt,1
and chapeless,1
being restrained,1
happier than,1
", begnawn",1
"staggers ,",1
spoiled with,1
stark spoiled,1
"fives ,",1
the fives,1
rayed with,1
", rayed",1
"spavins ,",1
with spavins,1
the bots,1
sped with,1
not bred,1
", sped",1
bred so,1
dull but,1
can learn,1
"windgalls ,",1
of windgalls,1
; happiest,1
begnawn with,1
may learn,1
"fashions ,",1
a half-checked,1
"leather ,",1
'd girl,1
's leather,1
of sheep,1
head-stall of,1
", unschool",1
a head-stall,1
"bit ,",1
half-checked bit,1
near-legged before,1
old but,1
; near-legged,1
shoulder-shotten ;,1
unschool 'd,1
and shoulder-shotten,1
swayed in,1
", unpractis",1
; happy,1
", swayed",1
"bots ,",1
happiest of,1
the fashions,1
chapeless ;,1
old mothy,1
no kindred,1
stirrups of,1
same myself,1
myself are,1
and stirrups,1
saddle and,1
"from ,",1
it presage,1
mothy saddle,1
presage the,1
these servants,1
vantage to,1
hipped with,1
horse hipped,1
points :,1
to exclaim,1
exclaim on,1
bassanio fifty-six,1
broken points,1
two broken,1
", possessed",1
o'er myself,1
infected with,1
converted :,1
her gentle,1
spirit commits,1
commits itself,1
"directed ,",1
her governor,1
her king,1
", infected",1
"lampass ,",1
now converted,1
fair mansion,1
the glanders,1
the lampass,1
"mansion ,",1
; troubled,1
chine ;,1
the chine,1
queen o'er,1
mose in,1
to mose,1
glanders and,1
i repair,1
can change,1
katharine shall,1
change these,1
o kate,1
roundly .,1
surly groom,1
jolly surly,1
the leaden,1
a jolly,1
gone till,1
's counterfeit,1
are green,1
boots are,1
what demi-god,1
demi-god hath,1
your boots,1
hath come,1
whiles your,1
jogging whiles,1
near creation,1
be jogging,1
creation ?,1
nor till,1
nor to-morrow,1
? father,1
opening the,1
quiet ;,1
and domineer,1
thy blessing,1
it less,1
her maidenhead,1
measure to,1
full measure,1
carouse full,1
", carouse",1
"domineer ,",1
i surfeit,1
", revel",1
stay my,1
surfeit !,1
bassanio fifty-four,1
that attend,1
. obey,1
what find,1
bridal dinner,1
the bridal,1
gremio fifty-eight,1
my leisure,1
? move,1
move these,1
"whether ,",1
have prepar,1
baptista fifty-seven,1
therefore here,1
haste doth,1
wedding cheer,1
of wedding,1
great store,1
'd great,1
with sugar,1
sugar breath,1
minstrels play,1
", parted",1
a bar,1
marriage never,1
mad marriage,1
rout is,1
very shame,1
thence for,1
came thence,1
echo :,1
did echo,1
possible you,1
away to-day,1
", riding",1
tranio fifty-seven,1
horses .,1
oats have,1
the oats,1
grumio fifty-eight,1
riding on,1
the balls,1
balls of,1
gremio fifty-seven,1
us entreat,1
seem they,1
before night,1
. dine,1
virtuous wife,1
beheld me,1
honest company,1
are sever,1
than stay,1
go than,1
'd lips,1
night come,1
much thy,1
feel too,1
excess ;,1
is kated,1
'd jealousy,1
know there,1
places at,1
the places,1
wants for,1
bridegroom wants,1
though bride,1
neighbours and,1
kated .,1
bianca gremio,1
junkets at,1
mated .,1
madly mated,1
's madly,1
mad herself,1
being mad,1
bianca fivenine,1
your opinion,1
lucentio fivenine,1
matches never,1
no junkets,1
shall supply,1
quickly i,1
green-ey 'd,1
'd despair,1
mad masters,1
and shuddering,1
shuddering fear,1
"jades ,",1
and green-ey,1
tired jades,1
all tired,1
enter grumio,1
country house,1
let bianca,1
's country,1
baptista scene,1
bride it,1
to bride,1
practise how,1
bianca practise,1
shall sweet,1
's room,1
bianca take,1
mad matches,1
went they,1
my bonny,1
my field,1
whoever dare,1
her whoever,1
my anything,1
my ass,1
my ox,1
"barn ,",1
my barn,1
rain thy,1
thy joy,1
my household,1
measure rain,1
chattels ;,1
my chattels,1
; scant,1
fret ;,1
nor fret,1
"stare ,",1
nor stare,1
nor stamp,1
this excess,1
dare ;,1
bring mine,1
quiet ones,1
allay thy,1
moderate ;,1
million .,1
; allay,1
buckler thee,1
'll buckler,1
sweet wench,1
rescue thy,1
; rescue,1
with thieves,1
're beset,1
action on,1
"weapon ,",1
thy ecstasy,1
draw forth,1
way in,1
ecstasy ;,1
in measure,1
stops my,1
that stops,1
proudest he,1
church did,1
bar should,1
should sunder,1
limp behind,1
vantage in,1
underprizing it,1
our vantage,1
watch our,1
degrees we,1
far this,1
shadow doth,1
world say,1
once perform,1
substance .,1
over-reach the,1
our marriage,1
steal our,1
"narrowly ,",1
"scroll ,",1
so narrowly,1
continent and,1
steps so,1
and summary,1
summary of,1
'll over-reach,1
in underprizing,1
watch bianca,1
praise doth,1
unfurnish 'd,1
a groom,1
bridegroom say,1
bridegroom coming,1
from school,1
far the,1
willingly as,1
as willingly,1
re-enter gremio,1
licio ;,1
the greybeard,1
doth wrong,1
amorous licio,1
", amorous",1
quaint musician,1
", minola",1
wrong this,1
narrow-prying father,1
the narrow-prying,1
shadow in,1
's steps,1
doth watch,1
a grumbling,1
lovely kiss,1
add her,1
concerneth us,1
love concerneth,1
baptista fifty-five,1
better ere,1
will persuade,1
mad attire,1
seek no,1
some meaning,1
no new,1
imparted to,1
title with,1
my bride,1
bid good,1
should bid,1
well pleas,1
fool am,1
kate and,1
"accoutrements ,",1
poor accoutrements,1
before imparted,1
", —whate'er",1
schoolmaster doth,1
you quietly,1
choose not,1
fellow schoolmaster,1
lucentio fifty-five,1
bianca with,1
chance as,1
choose as,1
marry sweet,1
your hope,1
quietly enjoy,1
promised .,1
—whate'er he,1
sums than,1
greater sums,1
assurance here,1
make assurance,1
be vincentio,1
our turn,1
fit him,1
fortune falls,1
falls to,1
groom indeed,1
grumbling groom,1
parting all,1
storm ;,1
mesh to,1
men faster,1
"muscadel ,",1
the muscadel,1
quaff 'd,1
than gnats,1
; quaff,1
gnats in,1
in cobwebs,1
mates after,1
woven a,1
his mates,1
carousing to,1
", carousing",1
been aboard,1
'a health,1
: 'a,1
for wine,1
ceremonies done,1
cobwebs :,1
golden mesh,1
hath woven,1
after many,1
him sops,1
the parting,1
smack that,1
clamorous smack,1
a clamorous,1
lips with,1
sunder such,1
bride about,1
was drinking,1
sops as,1
"hungerly ,",1
threw the,1
and hungerly,1
grew thin,1
beard grew,1
other reason,1
hairs the,1
sexton 's,1
painter plays,1
sops all,1
the sops,1
many ceremonies,1
but after,1
itself unfurnish,1
priest should,1
the mad-brain,1
he stoop,1
priest let,1
made one,1
swore so,1
gogs-wouns !,1
by gogs-wouns,1
katharine should,1
if katharine,1
lucentio :,1
'd bridegroom,1
sir lucentio,1
"dove ,",1
very fiend,1
curster than,1
steal both,1
both his,1
% curster,1
girl shall,1
leave itself,1
mad-brain 'd,1
bridegroom took,1
vicar meant,1
' gremio,1
stampt and,1
he stampt,1
shook ;,1
and shook,1
trembled and,1
% trembled,1
arose again,1
he arose,1
wench when,1
any list,1
a cuff,1
'if any,1
", 'if",1
'now take,1
: 'now,1
priest :,1
and priest,1
fell priest,1
down fell,1
cuff that,1
whatever fortune,1
means but,1
petruchio means,1
baptista too,1
dower ?,1
envious plea,1
her dower,1
the assurance,1
father make,1
offer is,1
of forfeiture,1
confess your,1
out-vied .,1
is out-vied,1
salanio jessica,1
firm promise,1
mine from,1
next .,1
