N-gramm,Count
foolery,12
meanest,12
mocks,12
evermore,12
roaring,12
feeling,12
lower,12
dagger,12
accident,12
kisses,12
foes,12
glove,12
good-night,12
split,12
sitting,12
execute,12
shun,12
beside,12
suspicion,12
thieves,12
traitors,12
tied,12
sweetest,12
gather,12
mischief,12
likes,12
temper,12
profession,12
lent,12
ago,12
abbey,12
pronounce,12
mistook,12
spurn,12
enforce,12
dukedom,12
dogs,12
suspect,12
address,12
lesser,12
silent,12
wedded,12
its,12
verse,12
renown,12
affect,12
roses,12
lays,12
suck,12
lodging,12
leads,12
sets,12
concerns,12
mild,12
fever,12
remuneration,12
spur,12
mitylene,12
policy,12
deserv,12
trunk,12
metal,12
lamb,12
pace,12
flatter,12
breaking,12
nobody,12
casket,12
mystery,12
faithful,12
adventure,12
merely,12
punishment,12
serves,12
'm,12
notwithstanding,12
compass,12
mocking,12
drunken,12
merrily,12
altogether,12
store,12
marvellous,12
bay,12
belov,12
smiling,12
vantage,12
became,12
wiser,12
commands,11
vent,11
share,11
raise,11
preserve,11
seldom,11
cloak,11
prosper,11
serious,11
sufferance,11
acquaint,11
lets,11
errand,11
served,11
herein,11
tenour,11
hush,11
shoe,11
native,11
sirs,11
stocks,11
accept,11
blown,11
florentine,11
fathers,11
burns,11
evils,11
silk,11
road,11
weakness,11
bestowed,11
relish,11
roof,11
destiny,11
sour,11
bill,11
boldness,11
meantime,11
holding,11
stead,11
coxcomb,11
wondrous,11
lief,11
cup,11
italian,11
seeks,11
banquet,11
gower,11
pleases,11
amongst,11
despair,11
err,11
flow,11
severally,11
afterwards,11
sold,11
banished,11
sinews,11
breaks,11
conceal,11
revolt,11
design,11
game,11
parentage,11
began,11
sans,11
effects,11
nan,11
theirs,11
turning,11
notable,11
description,11
ran,11
troubled,11
backward,11
slip,11
sixth,11
drinking,11
yoke,11
lately,11
possession,11
swearing,11
illyria,11
played,11
hourly,11
fantastical,11
conclude,11
happily,11
boots,11
perforce,11
patiently,11
'oman,11
bargain,11
lark,11
eldest,11
commodity,11
penalty,11
inform,11
thread,11
beguile,11
beholding,11
shoulder,11
throne,11
guarded,11
lived,11
safely,11
surety,11
frederick,11
traveller,11
advis,11
celestial,11
befall,11
couple,11
visor,11
privilege,11
beautiful,11
running,11
beats,11
affected,11
stoop,11
hates,11
school,11
knavery,11
account,11
faint,11
returned,11
t,11
tremble,11
shown,11
tide,11
pawn,11
milford-haven,11
bar,11
committed,11
waking,11
hangman,11
liquor,11
watery,11
truer,11
heigh-ho,11
newly,11
miracle,11
—stage,11
chooseth,11
offices,11
answers,11
daughters,11
lights,11
deformed,11
herne,11
eagle,11
rings,11
band,11
society,11
sacrifice,11
east,11
aye,11
stockings,11
services,11
distance,11
dar'st,11
penance,11
moreover,11
stock,11
signify,11
vision,11
mounsieur,11
reasonable,11
singing,11
innocence,11
stubborn,11
semblance,11
scratch,11
admirable,11
sits,11
hateful,11
growing,11
redeem,11
britons,11
slight,11
murderer,10
trow,10
worm,10
character,10
stretch,10
wedding,10
ministers,10
fearing,10
mended,10
fourscore,10
thick,10
answered,10
stuck,10
score,10
trifle,10
hounds,10
fidele,10
chose,10
maintain,10
reveng,10
apace,10
eats,10
speeches,10
e'en,10
persons,10
streets,10
sue,10
ambition,10
employment,10
relieve,10
richly,10
charms,10
withdraw,10
touching,10
unjust,10
limit,10
'a,10
ado,10
thereby,10
thorough,10
serv,10
tyrian,10
weapons,10
giddy,10
nights,10
apply,10
purchase,10
hung,10
moves,10
sav,10
strongly,10
fer,10
dozen,10
hated,10
amend,10
nest,10
tax,10
compare,10
studied,10
stick,10
observe,10
quarter,10
forty,10
madonna,10
task,10
commends,10
whate'er,10
soil,10
subscribe,10
ridiculous,10
lad,10
complain,10
wolf,10
main,10
arrest,10
zeal,10
absolute,10
estimation,10
start,10
curtain,10
iron,10
will't,10
remains,10
gaze,10
departure,10
keeping,10
ward,10
style,10
harbour,10
testimony,10
rowland,10
stroke,10
enterprise,10
potent,10
tales,10
cozened,10
ale,10
respects,10
strangers,10
arden,10
forms,10
vat,10
presents,10
pleasures,10
seeking,10
observance,10
neighbours,10
beginning,10
immediately,10
level,10
recovered,10
whit,10
lungs,10
rejoice,10
invite,10
goldsmith,10
vein,10
fleet,10
confession,10
sola,10
immortal,10
pounds,10
dishonest,10
hue,10
dram,10
joint,10
fields,10
evening,10
toil,10
tire,10
sober,10
heel,10
madly,10
ice,10
begg,10
grew,10
degrees,10
rogues,10
strew,10
vilely,10
exile,10
curtsy,10
yesterday,10
bait,10
deiphobus,10
helenus,10
instruction,10
visage,10
lads,10
soundly,10
poverty,10
nod,10
nightly,10
laughing,10
justly,10
musician,10
trifles,10
dove,10
prosperous,10
integrity,10
kills,10
livery,10
prevail,10
inn,10
subtle,10
censure,10
advance,10
knowest,10
persuaded,10
'my,10
fruit,10
unkind,10
fallen,10
romans,10
bell,10
faster,10
trip,10
working,10
eaten,10
restore,10
dispose,10
opening,10
mariner,10
block,10
feather,10
mantle,10
bloods,10
swell,9
bachelor,9
closet,9
neat,9
quaint,9
trim,9
dispos,9
fifty,9
messina,9
flock,9
jerkin,9
bellario,9
offences,9
followed,9
notorious,9
wills,9
revels,9
unarm,9
opportunity,9
sorrows,9
manly,9
gets,9
manage,9
nation,9
suppose,9
sweeter,9
gazing,9
accus,9
bail,9
owl,9
spleen,9
reach,9
motions,9
throughly,9
naughty,9
repeat,9
especially,9
whereon,9
minion,9
miles,9
froward,9
ope,9
beds,9
project,9
burst,9
visitation,9
tabor,9
proves,9
wrestling,9
envious,9
throws,9
disguis,9
peasant,9
tried,9
inherit,9
lacks,9
wag,9
rash,9
breathing,9
confusion,9
nearer,9
albeit,9
ladder,9
suitors,9
remorse,9
wished,9
lute,9
with't,9
inquire,9
miserable,9
commonwealth,9
adore,9
somewhat,9
aged,9
unlike,9
noted,9
war-like,9
presume,9
drunkard,9
bodies,9
mourn,9
villanous,9
ox,9
venture,9
despise,9
whatsoever,9
leap,9
crying,9
thereto,9
doom,9
extend,9
grey,9
inward,9
musicians,9
rightly,9
burning,9
history,9
questions,9
principal,9
govern,9
distemper,9
root,9
smooth,9
cursed,9
trees,9
infant,9
baseness,9
palm,9
mountains,9
strife,9
penitent,9
expense,9
stole,9
latter,9
weeps,9
hears,9
kindred,9
acknowledge,9
charg,9
bury,9
reign,9
tooth,9
self-same,9
fasting,9
naught,9
prevented,9
election,9
spread,9
secretly,9
hole,9
eyelids,9
bread,9
intended,9
'o,9
wak,9
latin,9
gallows,9
houses,9
sleeves,9
busy,9
betimes,9
hinder,9
resort,9
waves,9
liberal,9
thomas,9
rush,9
serpent,9
bethink,9
inches,9
dying,9
reckoning,9
requite,9
homely,9
merriment,9
blushes,9
mute,9
miseries,9
was't,9
calm,9
executed,9
greekish,9
obtain,9
intents,9
undergo,9
proceeding,9
sought,9
restraint,9
witty,9
climb,9
ceremony,9
profound,9
truest,9
fates,9
strict,9
arts,9
players,9
eternal,9
endeavour,9
respected,9
nobler,9
fitted,9
—if,9
rocks,9
hunger,9
beams,9
suffered,9
trusty,9
be'st,9
audience,9
jot,9
tainted,9
desir,9
accusation,9
government,9
getting,9
points,9
companions,9
dower,9
frenzy,9
council,9
produce,9
joys,9
begun,9
raging,9
habits,9
england,9
parents,9
mantua,9
plenty,9
arrested,9
cruelty,9
veins,9
diseases,9
couch,9
instruments,9
revenue,9
preparation,9
drift,9
escape,9
amazement,9
awaking,9
woes,9
ruin,9
conditions,9
vienna,9
strumpet,9
shade,9
prays,9
pitch,9
slumber,9
push,9
prefer,9
bud,9
touches,9
seat,9
scar,9
seize,9
statue,9
disease,9
antioch,9
pregnant,9
abus,9
north,9
passage,9
pine,9
mutton,9
worthier,9
dissembling,9
hunter,9
finely,9
neglect,9
fooling,9
infected,9
schoolmaster,8
build,8
rob,8
rimes,8
defy,8
counsels,8
oblivion,8
yon,8
bide,8
fourteen,8
granted,8
gossip,8
distinction,8
careful,8
goot,8
purposes,8
likeness,8
limbs,8
naked,8
ought,8
driven,8
plainly,8
welkin,8
infection,8
fray,8
lanthorn,8
waist,8
flame,8
oh,8
moe,8
mightily,8
fares,8
tut,8
kneeling,8
tidings,8
shadows,8
richer,8
merciful,8
skin,8
damnable,8
ill.,8
bosoms,8
aquitaine,8
stake,8
moonlight,8
bone,8
correction,8
leagues,8
publish,8
nails,8
careless,8
dearer,8
loyal,8
beloved,8
ancestors,8
changed,8
casement,8
shop,8
violent,8
heavier,8
record,8
eyne,8
tush,8
nail,8
praising,8
pillow,8
wet,8
resist,8
jade,8
beneath,8
putting,8
perpetual,8
cook,8
bringing,8
herald,8
silly,8
prais,8
foe,8
branch,8
arriv,8
ashore,8
slaughter,8
slaves,8
moved,8
moment,8
hic,8
lane,8
ourself,8
setting,8
crest,8
snatch,8
rehearse,8
fortunate,8
hap,8
highest,8
patch,8
finish,8
grossly,8
swallowed,8
text,8
asham,8
shoes,8
pavilion,8
commendation,8
affliction,8
delights,8
fierce,8
sith,8
mates,8
debts,8
margarelon,8
comedy,8
girls,8
coldly,8
beware,8
surfeit,8
pilgrim,8
peruse,8
pitiful,8
witnesses,8
reward,8
escanes,8
mood,8
polydore,8
infancy,8
recovery,8
secure,8
supply,8
craft,8
melt,8
complaint,8
contain,8
chat,8
tie,8
painting,8
elements,8
divers,8
bigger,8
rescue,8
ample,8
bounds,8
port,8
succession,8
powerful,8
couldst,8
revenges,8
imperial,8
armour,8
briefly,8
wishing,8
doubtful,8
remove,8
stray,8
say'st,8
beastly,8
revenged,8
bridegroom,8
petty,8
imagine,8
deeply,8
wholesome,8
counsellor,8
smallest,8
thinkest,8
bolt,8
—what,8
simply,8
abused,8
sixpence,8
abominable,8
yielding,8
uses,8
butt,8
squire,8
debtor,8
applause,8
mole,8
owner,8
briton,8
womb,8
rein,8
wages,8
south,8
reproof,8
phœnix,8
frail,8
fowl,8
breach,8
sands,8
breeds,8
altar,8
region,8
moan,8
detest,8
pasture,8
politic,8
happier,8
exquisite,8
wi,8
wounded,8
mightst,8
marrying,8
increase,8
gallia,8
cheese,8
unseen,8
recount,8
senior,8
corners,8
sails,8
ganymede,8
abhor,8
candle,8
admit,8
infect,8
silken,8
usurp,8
francisco,8
chiding,8
understanding,8
middle,8
jacob,8
comforts,8
reply,8
sufficient,8
approbation,8
tutor,8
curious,8
motley,8
worthiness,8
combat,8
tunis,8
capacity,8
leaving,8
verily,8
louder,8
check,8
aspect,8
player,8
partner,8
howling,8
wrought,8
matters,8
'if,8
constancy,8
preferment,8
plains,8
dances,8
dried,8
relation,8
fifth,8
famous,8
lunatic,8
mustard,8
slanders,8
toys,8
changes,8
april,8
female,8
flying,8
sounded,8
birds,8
—well,8
commendations,8
ribs,8
folks,8
clean,8
apes,8
confer,8
generation,7
prettiest,7
publicly,7
paradise,7
education,7
pearls,7
homage,7
county,7
stirring,7
baggage,7
'good,7
inch,7
discord,7
thou'lt,7
proportion,7
stern,7
raven,7
knee,7
infirmity,7
depend,7
caskets,7
approve,7
clap,7
receives,7
mortality,7
phrase,7
swifter,7
commended,7
qualify,7
wax,7
million,7
ashamed,7
bleed,7
dame,7
hecuba,7
haunt,7
nativity,7
sheet,7
cambio,7
mettle,7
licio,7
apple,7
capon,7
agreed,7
jealousies,7
directly,7
prick,7
thin,7
denies,7
hill,7
confidence,7
bankrupt,7
smoke,7
drowsy,7
starve,7
bliss,7
paint,7
sixteen,7
rot,7
raw,7
robes,7
sting,7
vigour,7
losses,7
comparison,7
strangeness,7
stark,7
confident,7
ensue,7
ewes,7
pleaseth,7
pentapolis,7
hungry,7
chief,7
endur,7
wakes,7
pierce,7
distraction,7
compact,7
poet,7
entrance,7
derive,7
apprehend,7
victory,7
tend,7
guests,7
chest,7
allowed,7
directed,7
moiety,7
worms,7
titles,7
bastards,7
follies,7
divide,7
blank,7
rear,7
keeper,7
harvest,7
keys,7
'you,7
bald,7
prepar,7
natures,7
kingdoms,7
cue,7
merits,7
import,7
wandering,7
scarf,7
joyful,7
provoke,7
bate,7
conqueror,7
purity,7
studies,7
upright,7
christians,7
thorns,7
giant,7
'lie,7
fourth,7
locks,7
understood,7
article,7
choleric,7
cudgel,7
unkindness,7
spurs,7
impediment,7
grandsire,7
fan,7
toy,7
added,7
hides,7
quake,7
coffer,7
belongs,7
enjoin,7
sovereignty,7
melted,7
poetry,7
forthwith,7
—my,7
dole,7
lions,7
confound,7
everlasting,7
stamp,7
removed,7
nymphs,7
beest,7
trot,7
holla,7
bells,7
tyrannous,7
cloth,7
pleasing,7
bereft,7
whipping,7
wedding-day,7
purpos,7
citizens,7
commander,7
slew,7
tokens,7
courtesies,7
advocate,7
terrible,7
pangs,7
porter,7
race,7
convenient,7
exercise,7
sunday,7
countryman,7
peradventure,7
generally,7
forfeiture,7
rarest,7
awak,7
heavily,7
remov,7
tempted,7
beef,7
herb,7
disloyal,7
promises,7
grass,7
syracusian,7
proved,7
lightning,7
corn,7
advancing,7
fasten,7
certainty,7
milford,7
ornament,7
supposed,7
destroy,7
beggars,7
hip,7
meaner,7
fix,7
weaker,7
ravish,7
—how,7
voices,7
grecians,7
merchants,7
epidamnum,7
wonders,7
dido,7
ergo,7
dressed,7
pedlar,7
howe'er,7
direction,7
nigh,7
paragon,7
likely,7
capable,7
shames,7
barge,7
mocked,7
triumph,7
cross-gartered,7
hum,7
league,7
daily,7
satan,7
defence,7
furthest,7
steals,7
contented,7
centaur,7
petition,7
achieve,7
proverb,7
vassal,7
calling,7
puritan,7
virgins,7
flattery,7
omit,7
pulse,7
'be,7
fountain,7
churlish,7
dinner-time,7
mariners,7
ability,7
reported,7
troop,7
hind,7
drinks,7
prov,7
crab,7
foh,7
forswore,7
carthage,7
renew,7
mankind,7
plagues,7
abandon,7
stealing,7
savours,7
aunt,7
glance,7
procure,7
dennis,7
gravity,7
cadwal,7
negligence,7
hiding,7
worthless,7
siege,7
mass,7
phœbus,7
impatient,7
tyranny,7
landed,7
wooers,7
brass,7
copy,7
bequeath,7
shamed,7
housewife,7
reports,7
manhood,7
limb,7
wrestler,7
voluntary,7
sycorax,7
proofs,7
grandam,7
goodman,7
function,7
chid,7
fence,7
injurious,7
outside,7
fardel,7
coil,7
greasy,7
assume,7
playing,7
sung,7
cowards,7
discovered,7
gallants,7
scorns,7
see't,7
wot,7
denial,7
counted,7
characters,7
scandal,7
saved,7
puppet,7
oil,7
cloud,7
afterward,7
dismay,7
corporal,7
descend,7
crows,7
elves,7
fancies,7
yields,7
mount,7
knocks,7
religious,7
assur,6
branches,6
wooed,6
embraced,6
cedar,6
tell'st,6
groom,6
extreme,6
lame,6
discovery,6
likelihood,6
mistrust,6
marble,6
orderly,6
deity,6
samson,6
pitied,6
drawing,6
attach,6
alms,6
scroll,6
incest,6
protection,6
gamester,6
prunes,6
tapers,6
diet,6
take't,6
actors,6
nam,6
frailty,6
labours,6
ambitious,6
imprisonment,6
—or,6
dice,6
seventh,6
probable,6
dislike,6
secrecy,6
vulgar,6
reigns,6
proclaimed,6
rhetoric,6
carrion,6
torments,6
concerning,6
shook,6
pilgrimage,6
nut,6
unnatural,6
justify,6
grieves,6
growth,6
brag,6
prerogative,6
—so,6
remembered,6
construction,6
wrestle,6
hiss,6
noses,6
feigning,6
roundly,6
be't,6
doubts,6
changing,6
payment,6
greets,6
give't,6
kneels,6
belief,6
'for,6
meets,6
trod,6
vices,6
devour,6
reads,6
appoint,6
countrymen,6
continent,6
divorce,6
riddle,6
imprison,6
chosen,6
prouder,6
eve,6
headstrong,6
flattering,6
worthiest,6
fery,6
livers,6
club,6
pricks,6
thousands,6
legions,6
complexions,6
measur,6
beget,6
prisoners,6
rarely,6
measures,6
banks,6
hearken,6
approved,6
dancing,6
rites,6
hatch,6
rags,6
circumstances,6
therewithal,6
furnished,6
son-in-law,6
baby,6
breadth,6
pleased,6
lodg,6
banishment,6
arrow,6
songs,6
philosophy,6
ilion,6
lieu,6
flint,6
faithfully,6
instructions,6
wayward,6
meal,6
settled,6
compos,6
addition,6
whispering,6
exceeds,6
shepherdess,6
injuries,6
sonnet,6
greeting,6
senator,6
heirs,6
german,6
salute,6
laying,6
vex,6
overheard,6
fact,6
starv,6
interpreter,6
market,6
importune,6
rul,6
allegiance,6
resolution,6
narrow,6
afford,6
vanish,6
sequel,6
alarum,6
cargo,6
meed,6
rascals,6
courtiers,6
lists,6
presenting,6
sup,6
transform,6
recreation,6
cottage,6
built,6
professes,6
excellence,6
bated,6
excellently,6
jars,6
agent,6
royalty,6
outlaws,6
sums,6
pipe,6
clamour,6
answering,6
shelter,6
pricket,6
wearing,6
],6
speechless,6
universal,6
accomplished,6
cozen,6
mercury,6
member,6
misfortune,6
pot,6
commandment,6
buds,6
retreat,6
prevent,6
wildly,6
pernicious,6
parish,6
uncivil,6
tribune,6
pomp,6
crimes,6
den,6
embassy,6
assay,6
british,6
whe'r,6
sorts,6
noblest,6
transgression,6
necessary,6
terror,6
painful,6
'that,6
opposite,6
'what,6
blot,6
hideous,6
warp,6
nobleness,6
venison,6
decreed,6
offender,6
hood,6
hedge,6
backs,6
courtezan,6
engag,6
chapel,6
afore,6
coin,6
cheerful,6
striking,6
sadly,6
taint,6
asked,6
courses,6
falsely,6
examine,6
teaches,6
philemon,6
bracelet,6
handsome,6
aliena,6
curb,6
perfections,6
fishermen,6
shrewdly,6
reckon,6
upo,6
needless,6
dismiss,6
beset,6
you—,6
scornful,6
shin,6
lass,6
george,6
diligence,6
salve,6
readiness,6
bag,6
cherish,6
strokes,6
ruffian,6
important,6
delivers,6
teaching,6
yielded,6
impose,6
deceit,6
fires,6
contemplation,6
dwelling,6
march,6
yare,6
knocking,6
vexation,6
agree,6
alisander,6
rend,6
guilt,6
'ay,6
travels,6
ingenious,6
thrift,6
fighting,6
gaol,6
guards,6
finding,6
elephant,6
syllable,6
distress,6
seemed,6
actor,6
tak'st,6
repose,6
centre,6
restor,6
loyalty,6
used,6
asses,6
languish,6
lift,6
charitable,6
prosperity,6
lullaby,6
corinth,6
consort,6
exploit,6
marshal,6
porridge,6
suited,6
amazed,6
showing,6
minola,6
assured,6
mockery,6
created,6
scope,6
waxen,6
eke,6
beards,6
oppress,6
date,6
moneys,6
coffin,6
sisters,6
shaft,6
acts,6
observation,6
sire,6
spell,6
release,6
gentry,6
radiant,6
frantic,6
amity,6
manifest,6
grove,6
juvenal,6
cornets,6
persever,6
myrmidons,6
crop,6
mothers,6
heaviness,6
attain,6
moulded,6
humble-bee,6
kingly,6
prime,6
sped,6
floods,6
concluded,6
excess,6
deem,6
moderate,6
daylight,6
cowardice,6
expectation,6
pageant,6
'and,6
reap,6
accent,6
barr,6
pirates,6
process,6
chiefly,6
performance,6
welsh,6
barber,6
indifferent,6
demands,6
hound,6
bank,6
porpentine,6
sunder,6
disturb,6
dulcet,6
canary,6
disdainful,6
coats,6
muddy,6
hop,6
brainford,6
river,6
deliverance,6
admiration,6
lime,6
rod,6
gentles,6
beam,6
leonardo,6
bootless,6
judgments,6
distracted,6
threats,6
whereto,6
sot,6
religion,6
filthy,6
crush,6
daniel,6
bowl,6
snail,6
odious,6
mouse,6
mutual,6
drowning,6
boat,6
briers,6
herd,6
expedition,6
weed,6
hunting,6
heresy,6
wisest,6
assault,6
passed,6
prophet,6
duck,6
pursuit,6
drives,6
ant,6
surgeon,6
wickedness,6
footing,6
epitaph,6
leaden,6
ari,5
riding,5
faction,5
slanderous,5
dialogue,5
constrain,5
trusted,5
hire,5
draught,5
mourning,5
ocean,5
inclin,5
hay,5
dumain,5
ventures,5
monarch,5
lottery,5
durance,5
adder,5
tartar,5
tough,5
piteous,5
call'd,5
superfluous,5
rails,5
—of,5
bespeak,5
mistaking,5
endeavours,5
walks,5
entertained,5
thetis,5
solemnity,5
confessed,5
privy,5
supper-time,5
missing,5
tickle,5
moving,5
lodowick,5
frowns,5
grapes,5
untie,5
apprehended,5
'go,5
purple,5
confin,5
misprision,5
unclasp,5
tyrants,5
inhabit,5
fertile,5
mistaken,5
net,5
wart,5
showed,5
bars,5
pence,5
overcame,5
repute,5
stairs,5
impatience,5
perdition,5
curses,5
horn-mad,5
entirely,5
offered,5
hairy,5
wak'st,5
concern,5
juice,5
woodcock,5
gilded,5
haven,5
prating,5
rialto,5
brine,5
companies,5
babes,5
swim,5
brier,5
possessions,5
needle,5
steep,5
awe,5
compliment,5
ghost,5
torn,5
ragged,5
labouring,5
prepared,5
betake,5
bourn,5
leaf,5
paltry,5
too-too,5
wholly,5
visited,5
drudge,5
feat,5
grain,5
napkin,5
feels,5
bequeathed,5
sever,5
sparrow,5
shirt,5
rouse,5
fram,5
plots,5
skilful,5
abate,5
succeed,5
sale,5
contend,5
gilt,5
peremptory,5
airy,5
gladly,5
safer,5
pretence,5
undertaking,5
tenderness,5
blessings,5
cloven,5
sheep-shearing,5
angle,5
husbandry,5
verity,5
dealing,5
choke,5
mingled,5
fraught,5
sheets,5
rival,5
concord,5
fold,5
pursues,5
pointing,5
lustre,5
future,5
ugly,5
purge,5
couples,5
array,5
glasses,5
sphere,5
sights,5
credulous,5
darkly,5
grossness,5
throwing,5
amiable,5
coy,5
stuffed,5
crosses,5
geese,5
nephew,5
vast,5
marian,5
requital,5
francisca,5
decree,5
vouch,5
accord,5
adverse,5
dispraise,5
heigh,5
feathers,5
reserve,5
square,5
aloof,5
madmen,5
abject,5
ethiop,5
jollity,5
syracusa,5
rides,5
amaze,5
jig,5
becoming,5
lingering,5
accidents,5
battery,5
pull,5
designs,5
motive,5
states,5
india,5
challenged,5
nun,5
during,5
crept,5
entreated,5
speedily,5
longs,5
traffic,5
purchased,5
bills,5
nobleman,5
hurts,5
errors,5
plea,5
preserv,5
mess,5
mouths,5
merrier,5
wrinkled,5
brace,5
sprite,5
maidens,5
mansion,5
treacherous,5
turtles,5
strings,5
adding,5
contracted,5
thames,5
rated,5
fixed,5
graceful,5
gull,5
—there,5
cabin,5
behaviours,5
howsoe'er,5
rascally,5
goest,5
genoa,5
brawl,5
deserved,5
imposition,5
beauties,5
mistresses,5
deeper,5
edict,5
belied,5
musical,5
presented,5
thereupon,5
